".id","id","x","y","group","col","pch","y_variable","x_variable"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","daphnia",-2.11978221415608,-3.04587155963303,1,"red",19,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","simocephalus",1.37386569872958,1.51376146788991,2,"green",19,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","pleuroxus",1.81851179673321,0.275229357798167,3,"purple",19,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_a",-0.577132486388384,0.302752293577983,4,"red",17,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_b",-0.186932849364791,-0.449541284403668,5,"green",17,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_c",-0.0961887477313974,-0.100917431192658,6,"purple",17,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_d",0.030852994555354,-0.00917431192660345,7,"red",15,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_e",0.421052631578948,0.0642201834862401,8,"green",15,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_f",0.520871143375681,-0.0550458715596296,9,"purple",15,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_g",0.593466424682396,-0.11926605504587,10,"red",19,"pesticide effect","reduced water flow effect"
"1970_Stampfli2013_zooplakton_effectsizecorrelation.png","zooplankton_h",0.947368421052632,-0.11926605504587,11,"green",19,"pesticide effect","reduced water flow effect"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",-4.01332785527978,33.0186797432099,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",-1.99377978086402,74.0687756616128,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",0.375305460277545,84.1465965047881,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",2.0453163679675,54.2262471350344,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",4.06486444238326,323.466263107979,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",7.98744820230619,186.104256733219,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",12.0265443511377,113.319972828291,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",23.0175463715158,55.0003253940547,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU0",40.0283551521716,20.3922698136582,1,"red",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU1",-4.01332785527978,33.9680896994438,2,"green",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU1",-1.99377978086402,116.578343886129,2,"green",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU1",0.414142923247081,42.6149988848835,2,"green",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU1",2.00647890499797,14.3077987302207,2,"green",19,"annelid abundance","time"
"2877_Roessink2006_annelid_abundance_PCB0.png","PCB0_FU1",4.02602697941373,29.0641961068892,2,"green",19,"annelid abundance","time"
