"filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S0_V0",725,167.705098312484,5,NA,74.9999999999999,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S0_V1",873.496760259179,140.297569646585,5,NA,62.7429805615552,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S0_V2",1034.83585313175,90.1912947728053,5,NA,40.3347732181428,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S1_V0",1057.24406047516,120.255059697073,5,NA,53.7796976241902,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S1_V1",1344.06911447084,360.765179091218,5,NA,161.33909287257,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S1_V2",1393.36717062635,410.871453964999,5,NA,183.747300215983,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S2_V0",1500.92656587473,300.637649242682,5,NA,134.449244060475,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S2_V1",1505.40820734341,140.297569646585,5,NA,62.7429805615552,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S2_V2",1451.62850971922,190.403844520366,5,NA,85.1511879049676,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S3_V0",1030.35421166307,180.38258954561,5,NA,80.6695464362854,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S3_V1",1523.33477321814,310.658904217439,5,NA,138.930885529158,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_1.png","abundance","S3_V2",1716.04535637149,120.255059697073,5,NA,53.7796976241902,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S0_V0",243.829787234043,22.8364389191467,5,NA,10.2127659574468,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S0_V1",329.36170212766,42.8183229734001,5,NA,19.1489361702127,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S0_V2",435.31914893617,85.6366459468004,5,NA,38.2978723404255,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S1_V0",213.191489361702,11.4182194595735,5,NA,5.10638297872345,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S1_V1",334.468085106383,42.8183229734004,5,NA,19.1489361702128,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S1_V2",425.106382978723,71.3638716223335,5,NA,31.9148936170212,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S2_V0",176.170212765957,48.5274327031869,5,NA,21.7021276595744,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S2_V1",245.106382978723,31.4001035138267,5,NA,14.0425531914893,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S2_V2",344.68085106383,54.2365424329736,5,NA,24.2553191489362,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S3_V0",237.446808510638,65.6547618925469,5,NA,29.3617021276595,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S3_V1",240,48.5274327031868,5,NA,21.7021276595744,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_2.png","abundance","S3_V2",394.468085106383,51.3819875680803,5,NA,22.9787234042553,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S0_V0",225.862068965517,53.9740546293052,5,NA,24.1379310344827,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S0_V1",262.068965517241,63.6122786702526,5,NA,28.448275862069,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S0_V2",293.103448275862,80.9610819439579,5,NA,36.2068965517241,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S1_V0",126.724137931034,13.4935136573263,5,NA,6.03448275862067,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S1_V1",112.068965517241,42.4081857801683,5,NA,18.9655172413792,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S1_V2",175,48.1911202047368,5,NA,21.551724137931,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S2_V0",134.48275862069,48.1911202047368,5,NA,21.551724137931,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S2_V1",61.2068965517241,15.4211584655158,5,NA,6.89655172413793,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S2_V2",154.310344827586,34.6976065474107,5,NA,15.5172413793104,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S3_V0",187.068965517241,32.7699617392209,5,NA,14.6551724137931,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S3_V1",46.551724137931,34.6976065474105,5,NA,15.5172413793103,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_3.png","abundance","S3_V2",146.551724137931,48.1911202047369,5,NA,21.5517241379311,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_4.png","abundance","S0_V0",41.2933753943218,23.2071408390357,5,NA,10.3785488958991,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_4.png","abundance","S0_V1",47.6971608832808,18.7632202528374,5,NA,8.39116719242903,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_4.png","abundance","S0_V2",63.3753943217666,6.91276535630853,5,NA,3.09148264984228,"se","mean_error"
"002_Blocher2020_bar_benthic_S2_4.png","abundance","S1_V0",28.0441640378549,9.38161012641868,5,NA,4.19558359621451,"se","mean_error"
